"id_i","parent_id_i","path_i","type_i","category_s","explanation_s","state_s","score_s","upperBound_s","expectedValue_s","lowerBound_s","from_h","to_h"
"0fca74a6-115b-4876-bb96-bb22f570af98","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA86279A630905","FALSE","-0.10000000000000037",,,,"512",
"a01dbf9e-a840-49b9-9eaa-4fbba876ab2a","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","fingerprints","FINGERPRINTS","FALSE","-0.16234013683700083",,,,"512",
"76469793-daa6-4983-bd84-3b70f4017853","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLLLLDLDDLLDDDDDD","FALSE","-0.16234013683700083",,,,"512",
"f010390c-b31b-48d3-b48c-c2a064ebd86a","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","non unique count","FALSE","-0.10000000000000037",,,,"512",
"5ed809e9-e86f-4ff7-a00b-d7e7d4c2a4ae","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19VDE3F71EE130322","FALSE","-0.10000000000000037",,,,"512",
"f16c4eb7-497a-4266-95d0-769f2e5ebcfc","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA65596A014473","FALSE","-0.10000000000000037",,,,"512",
"f0e4edcd-eac4-402c-82eb-ec88e9c9685e","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","null count","FALSE","-0.16234013683700083",,,,"512",
"94071f4b-f716-40e1-974f-e26c621eba59","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"512",
"2e9d131b-3681-47dd-b49c-f27e6613f82b","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA662X5A562792","FALSE","-0.10000000000000037",,,,"512",
"ae786c36-97b8-4abc-80b3-b5a1ece952f5","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDLDDLLDDDDDD","FALSE","-0.16234013683700083",,,,"512",
"9753d4d1-4ace-4c5e-9bc0-b748a2e3708f","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","distinct count","FALSE","-0.16234013683700083",,,,"512",
"f7e39323-a384-4edd-81f7-c61cbc017f23","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDDLDDLDDDDDD","FALSE","-0.16234013683700083",,,,"512",
"30ed826c-7830-46cf-818f-26d7a1ff4afd","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","duplicate count","FALSE","-0.10000000000000037",,,,"512",
"9d2f4cbf-e9b9-405c-a5ff-f2160f2a60f5","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLLLLDLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"512",
"70e54a6c-fd2f-4dbc-ba0c-19271c5e2d7d","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA56823A815955","FALSE","-0.10000000000000037",,,,"512",
"4f1d9c2f-e841-4110-8639-493c0cea2f9b","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLDLLDLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"512",
"1e47d5b2-5e2c-4cbd-97dd-a00c99536912","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","unique count","FALSE","-0.16234013683700083",,,,"512",
"e5957815-6433-4e0d-94d7-2b97fbbb8ca6","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UYA42662A300911","FALSE","-0.10000000000000037",,,,"512",
"85b3852b-ae41-4412-a627-f769ca58c49e","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","error: SQLite3::CorruptException: database disk image is malformed","FALSE","-0.10000000000000037",,,,"512",
"5b7e0877-5dec-47c9-8fec-3b1877aba562","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLDLLLLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"512",
"88b16719-ef3e-4314-97ed-20680be431cd","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA8F56EA523204","FALSE","-0.10000000000000037",,,,"512",
"f5ae8f0d-4fd4-403a-9bf2-fe8a33ed6a88","a83c2f71-adfd-405e-acac-dad986199d94","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA9F2XCA714987","FALSE","-0.10000000000000037",,,,"512",
"31a3d769-10ba-4488-bb26-d14bd3230b31","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA9F2XCA714987","FALSE","-0.10000000000000037",,,,"515",
"8f15ee99-8500-46bd-8562-0c8f9d0bb3b4","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UYA42662A300911","FALSE","-0.10000000000000037",,,,"515",
"5797d89c-0488-41da-b133-d44729292213","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","unique count","FALSE","-0.16234013683700083",,,,"515",
"19190f22-ad08-4347-9820-65843cd4f668","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA662X5A562792","FALSE","-0.10000000000000037",,,,"515",
"c0248dfb-2fa4-43c8-82e2-81473f9fa67c","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDLDDLLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"cca95514-8849-4eae-ad34-7702adc27b75","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","error: SQLite3::CorruptException: database disk image is malformed","FALSE","-0.10000000000000037",,,,"515",
"5786b6a1-4599-4d32-90e4-e7bda98926b2","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","duplicate count","FALSE","-0.10000000000000037",,,,"515",
"89d8bbe4-c146-4bf2-ab73-eadb93500d43","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA65596A014473","FALSE","-0.10000000000000037",,,,"515",
"c01d5d9e-2200-44e9-8dab-c2a0f1e311ff","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLDLLLLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"90927708-185c-4dcb-96eb-e621fd89ebc6","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLLLLDLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"cdb91f38-1313-4d9c-8a81-efcfa7a7df0c","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","non unique count","FALSE","-0.10000000000000037",,,,"515",
"8d5ad861-1fdb-4564-b8e0-735ff204517e","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDDLDDLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"2719e65f-4edb-47c7-a373-92e2476ab17c","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLLLLDLDDLLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"c21176e1-f66a-44e0-8dcf-e2be162d55f7","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA56823A815955","FALSE","-0.10000000000000037",,,,"515",
"60b7099b-d4a0-4de7-bfb7-b64ef9820307","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","fingerprints","FINGERPRINTS","FALSE","-0.16234013683700083",,,,"515",
"995d60cc-78de-46b9-9d19-90447914c061","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLDLLDLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"8ac343d2-4a9e-44bf-934d-379dbed24d76","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"65842fa0-3142-4e94-849f-f398a73de25e","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA86279A630905","FALSE","-0.10000000000000037",,,,"515",
"fc5c305b-e6ed-4726-940b-462820519262","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA8F56EA523204","FALSE","-0.10000000000000037",,,,"515",
"57e52d68-1525-4863-a303-3b4849213241","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDDDDDLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"b6a07c16-677d-4c11-84e0-a82cca40e4f1","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19VDE3F71EE130322","FALSE","-0.10000000000000037",,,,"515",
"b145356f-5a37-47fe-88cf-48c96a37f9fa","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","null count","FALSE","-0.16234013683700083",,,,"515",
"babc0954-9ae6-4098-95b1-f195cbe874b3","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","distinct count","FALSE","-0.16234013683700083",,,,"515",
"fdcb8b9b-ad3c-435f-833c-10e434cb7b99","5c23bb38-a29f-41cd-8ff9-917e2eb84fdf","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLLLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"515",
"5d656bcd-9f43-4f18-95d0-eaf4c8a5f58d","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","error: SQLite3::CorruptException: database disk image is malformed","FALSE","-0.10000000000000037",,,,"516",
"ff5d8c36-a762-41e1-b3ab-bc1ee284490a","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","null count","FALSE","-0.16234013683700083",,,,"516",
"a5f9e072-ec7f-492d-b479-687ab0b30e83","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19VDE3F71EE130322","FALSE","-0.10000000000000037",,,,"516",
"0c08cb23-3851-496a-8a7e-76738294aa72","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UYA42662A300911","FALSE","-0.10000000000000037",,,,"516",
"df87fa8b-df07-4f29-b384-1396c2ecdcce","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","non unique count","FALSE","-0.10000000000000037",,,,"516",
"8391761a-6a6d-4671-b4d0-3ed075b8e219","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA86279A630905","FALSE","-0.10000000000000037",,,,"516",
"2cbaf617-b579-4038-ad8f-f7b08e29cd43","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA56823A815955","FALSE","-0.10000000000000037",,,,"516",
"0fdc876e-b0a6-4d88-98e7-0405738a42d0","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA662X5A562792","FALSE","-0.10000000000000037",,,,"516",
"44e2b2fa-08fa-4ed7-92ba-d71168f6d00f","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA9F2XCA714987","FALSE","-0.10000000000000037",,,,"516",
"dcc585be-de38-4f8d-9e6b-e150e5438b38","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA65596A014473","FALSE","-0.10000000000000037",,,,"516",
"8724fffb-f233-48bd-a2bb-d0c6af3867b1","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLDLDDLLDDDDDD","FALSE","-0.16234013683700083",,,,"516",
"39711740-c96f-48b3-8273-1ad965014740","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","unique count","FALSE","-0.16234013683700083",,,,"516",
"ce2704f0-a1b7-4ea8-8ba6-8297a2bd983f","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","distinct count","FALSE","-0.16234013683700083",,,,"516",
"01e6e61d-10ef-4e1e-9327-6fa57b294de1","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","counts","duplicate count","FALSE","-0.10000000000000037",,,,"516",
"22b12afb-a48d-4f33-a175-3fc5fa046279","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLDLLDLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"516",
"1577cabc-1a54-465e-8d3e-53bbc863d8ff","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","LLLLLLLLDLLDDDDDD","FALSE","-0.16234013683700083",,,,"516",
"62a49ac7-d520-49f2-bab4-582ed68b1d7f","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","frequency_head","19UUA8F56EA523204","FALSE","-0.10000000000000037",,,,"516",
"1d6c4ee3-1b0e-4779-8eb1-764b9b0062a5","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","mask_head","DLLLLDLDDLLDDDDDD","FALSE","-0.16234013683700083",,,,"516",
"a33c9be2-4f8e-4aae-9e57-7f0686b51884","eb8feb52-28d3-42f9-916e-2234b3df26cd","/sources/locations/catalogItems/profilingConfigurationInstances/profiles/attributeProfiles/anomalyState/explanations","anomalyExplanation","fingerprints","FINGERPRINTS","FALSE","-0.16234013683700083",,,,"516",
